File Name,examplePlateFileName.pcrd,,,,,,
E07,FAM,fucP,Unkn-421,XX31,27.64568268,1.495995167,431.9732393
E08,FAM,fucP,Unkn-421,XX31,27.94056429,1.232367647,431.8204556
E09,FAM,fucP,Unkn-429,XX37,21.67346343,75.86179524,603.4095174
E10,FAM,fucP,Unkn-429,XX37,23.38815652,24.57373964,494.3834781
E11,FAM,fucP,Unkn-437,XX19,23.53073612,22.37505946,657.4981436
E12,FAM,fucP,Unkn-437,XX19,23.53057771,22.37738961,651.3956018
F01,FAM,fucP,Std-006,,34.26611116,0.02,136.9381572
F02,FAM,fucP,Std-006,,34.23783054,0.02,155.5669404
F03,FAM,fucP,Unkn-406,XX54,21.11289379,109.6649975,923.7657894
F04,FAM,fucP,Unkn-406,XX54,20.66752877,146.9675857,847.6233866
F05,FAM,fucP,Unkn-414,XX89,NaN,NaN,4.612277773
F06,FAM,fucP,Unkn-414,XX89,NaN,NaN,1.019396898
F07,FAM,fucP,Unkn-422,XX57,30.775752,0.191109663,212.8692516
F08,FAM,fucP,Unkn-422,XX57,30.77476816,0.191233307,220.7312275
F09,FAM,fucP,Unkn-430,XX80,35.16426824,0.010674398,91.8864606
F10,FAM,fucP,Unkn-430,XX80,NaN,NaN,2.117055575
F11,FAM,fucP,Unkn-438,XX76,21.34815375,93.95077243,691.7675546
F12,FAM,fucP,Unkn-438,XX76,22.25735882,51.67953592,638.2631821
G01,FAM,fucP,Neg Ctrl-001,,NaN,NaN,3.565075691
G02,FAM,fucP,Neg Ctrl-001,,37.24670051,0.002715192,35.97912538
G03,FAM,fucP,Unkn-407,XX73,22.02234233,60.31381088,798.6133367
G04,FAM,fucP,Unkn-407,XX73,21.95990824,62.84083622,781.2425753
G05,FAM,fucP,Unkn-415,XX91,29.2437959,0.523193516,404.6189365
G06,FAM,fucP,Unkn-415,XX91,29.32174603,0.497058237,421.4983276
G07,FAM,fucP,Unkn-423,XX78,30.22436512,0.274603359,265.3320857
G08,FAM,fucP,Unkn-423,XX78,29.46642623,0.451960507,309.1939451
G09,FAM,fucP,Unkn-431,XX15,NaN,NaN,-2.546152385
G10,FAM,fucP,Unkn-431,XX15,NaN,NaN,-2.136180958
G11,FAM,fucP,Unkn-439,XX77,29.39001662,0.475243015,322.3035799
G12,FAM,fucP,Unkn-439,XX77,30.22951809,0.2736747,283.7215423
H01,FAM,fucP,NTC-001,,NaN,NaN,-0.653465649
H02,FAM,fucP,NTC-001,,NaN,NaN,-0.929352977
H03,FAM,fucP,Unkn-408,XX46,NaN,NaN,2.958583466
H04,FAM,fucP,Unkn-408,XX46,NaN,NaN,3.357539601
H05,FAM,fucP,Unkn-416,XX71,NaN,NaN,4.846130396
H06,FAM,fucP,Unkn-416,XX71,NaN,NaN,4.169401953
H07,FAM,fucP,Unkn-424,XX35,26.19064802,3.89357472,485.9576807
H08,FAM,fucP,Unkn-424,XX35,25.5480267,5.94045238,496.4007468
H09,FAM,fucP,Unkn-432,XX39,NaN,NaN,2.936787769
H10,FAM,fucP,Unkn-432,XX39,NaN,NaN,2.400726655
H11,FAM,fucP,Unkn-440,XX60,21.4858239,85.82127596,703.0861164
H12,FAM,fucP,Unkn-440,XX60,21.98385913,61.85914025,727.2961937
A01,HEX,hpd3,Std-001,,15.07730185,2000,2645.426312
A02,HEX,hpd3,Std-001,,15.42019456,2000,2344.559723
A03,HEX,hpd3,Unkn-401,XX81,NaN,NaN,2.306444782
A04,HEX,hpd3,Unkn-401,XX81,NaN,NaN,-0.685488871
A05,HEX,hpd3,Unkn-409,XX36,26.28458294,1.402168227,982.8460199
A06,HEX,hpd3,Unkn-409,XX36,26.67127618,1.09026587,977.4568408
A07,HEX,hpd3,Unkn-417,XX88,26.18989844,1.491265848,856.0518608
A08,HEX,hpd3,Unkn-417,XX88,25.3935167,2.503734302,836.5273201
A09,HEX,hpd3,Unkn-425,XX30,NaN,NaN,0.332959337
A10,HEX,hpd3,Unkn-425,XX30,NaN,NaN,-4.201702086
A11,HEX,hpd3,Unkn-433,XX75,NaN,NaN,-0.873959567
A12,HEX,hpd3,Unkn-433,XX75,NaN,NaN,-0.190069102
B01,HEX,hpd3,Std-002,,18.494582,200,2230.197247
B02,HEX,hpd3,Std-002,,19.01495028,200,2205.944019
B03,HEX,hpd3,Unkn-402,XX40,NaN,NaN,1.375579698
B04,HEX,hpd3,Unkn-402,XX40,NaN,NaN,-1.836977443
B05,HEX,hpd3,Unkn-410,XX44,NaN,NaN,1.038246683
B06,HEX,hpd3,Unkn-410,XX44,NaN,NaN,-0.028516376
B07,HEX,hpd3,Unkn-418,XX74,NaN,NaN,0.208615326
B08,HEX,hpd3,Unkn-418,XX74,NaN,NaN,5.856468588
B09,HEX,hpd3,Unkn-426,XX72,21.56652785,30.19801915,1829.395663
B10,HEX,hpd3,Unkn-426,XX72,21.55074499,30.50971909,1644.852292
B11,HEX,hpd3,Unkn-434,XX86,NaN,NaN,2.095246581
B12,HEX,hpd3,Unkn-434,XX86,NaN,NaN,0.849070384
C01,HEX,hpd3,Std-003,,22.15906784,20,1536.641626
C02,HEX,hpd3,Std-003,,22.15631052,20,1576.587004
C03,HEX,hpd3,Unkn-403,XX01,22.46825017,16.79497091,1841.331806
C04,HEX,hpd3,Unkn-403,XX01,21.59543855,29.63528958,1969.880128
C05,HEX,hpd3,Unkn-411,XX27,23.74301358,7.327739703,1538.068503
C06,HEX,hpd3,Unkn-411,XX27,23.28117602,9.896262996,1516.415585
C07,HEX,hpd3,Unkn-419,XX33,23.59962064,8.044304464,1375.019028
C08,HEX,hpd3,Unkn-419,XX33,23.00170243,11.8697599,1723.054458
C09,HEX,hpd3,Unkn-427,XX90,25.40802242,2.480215201,1382.160729
C10,HEX,hpd3,Unkn-427,XX90,25.29271913,2.6734407,1311.737111
C11,HEX,hpd3,Unkn-435,XX64,NaN,NaN,5.935520263
C12,HEX,hpd3,Unkn-435,XX64,NaN,NaN,1.674493724
D01,HEX,hpd3,Std-004,,25.3306891,2,1204.07018
D02,HEX,hpd3,Std-004,,25.58927323,2,1290.747952
D03,HEX,hpd3,Unkn-404,XX83,22.98471481,12.00168205,1729.491413
D04,HEX,hpd3,Unkn-404,XX83,22.4261227,17.26168523,1745.169839
D05,HEX,hpd3,Unkn-412,XX62,NaN,NaN,-0.186137594
D06,HEX,hpd3,Unkn-412,XX62,NaN,NaN,2.314928054
D07,HEX,hpd3,Unkn-420,XX45,NaN,NaN,2.87867604
D08,HEX,hpd3,Unkn-420,XX45,NaN,NaN,2.877731321
D09,HEX,hpd3,Unkn-428,XX82,NaN,NaN,3.635976664
D10,HEX,hpd3,Unkn-428,XX82,NaN,NaN,1.435149233
D11,HEX,hpd3,Unkn-436,XX96,23.69786338,7.546196335,1204.945208
D12,HEX,hpd3,Unkn-436,XX96,22.93412716,12.40328265,1220.880284
E01,HEX,hpd3,Std-005,,28.7541028,0.2,760.0491808
E02,HEX,hpd3,Std-005,,29.14971155,0.2,751.6125007
E03,HEX,hpd3,Unkn-405,XX53,30.99670275,0.065358025,162.1988766
E04,HEX,hpd3,Unkn-405,XX53,32.31380477,0.027741254,105.7070233
E05,HEX,hpd3,Unkn-413,XX79,NaN,NaN,-0.464315173
E06,HEX,hpd3,Unkn-413,XX79,NaN,NaN,-0.389166485
E07,HEX,hpd3,Unkn-421,XX31,26.29833735,1.389675966,1061.893393
E08,HEX,hpd3,Unkn-421,XX31,26.26426173,1.420830515,1041.63349
E09,HEX,hpd3,Unkn-429,XX37,30.36363786,0.098669682,196.8103093
E10,HEX,hpd3,Unkn-429,XX37,32.36684437,0.026800243,180.6960646
E11,HEX,hpd3,Unkn-437,XX19,21.93889967,23.70050207,1609.41838
E12,HEX,hpd3,Unkn-437,XX19,22.25606299,19.28132504,1563.549999
F01,HEX,hpd3,Std-006,,33.32268136,0.02,259.8711867
F02,HEX,hpd3,Std-006,,33.1626671,0.02,296.8894329
F03,HEX,hpd3,Unkn-406,XX54,19.60299977,108.3456672,2182.408202
F04,HEX,hpd3,Unkn-406,XX54,19.6480797,105.2139528,1892.332589
F05,HEX,hpd3,Unkn-414,XX89,NaN,NaN,2.55813464
F06,HEX,hpd3,Unkn-414,XX89,NaN,NaN,0.591271445
F07,HEX,hpd3,Unkn-422,XX57,NaN,NaN,2.349048668
F08,HEX,hpd3,Unkn-422,XX57,39.40138457,0.000275672,16.45010255
F09,HEX,hpd3,Unkn-430,XX80,NaN,NaN,1.930647908
F10,HEX,hpd3,Unkn-430,XX80,NaN,NaN,12.68824789
F11,HEX,hpd3,Unkn-438,XX76,20.37425283,65.59624484,1689.200962
F12,HEX,hpd3,Unkn-438,XX76,20.80644418,49.51706508,1683.193609
G01,HEX,hpd3,Neg Ctrl-001,,NaN,NaN,1.100459884
G02,HEX,hpd3,Neg Ctrl-001,,NaN,NaN,0.105056103
G03,HEX,hpd3,Unkn-407,XX73,20.86750084,47.58851455,1998.390963
G04,HEX,hpd3,Unkn-407,XX73,20.82773577,48.83582647,1783.838934
G05,HEX,hpd3,Unkn-415,XX91,28.03138638,0.449994078,701.5226772
G06,HEX,hpd3,Unkn-415,XX91,28.39113348,0.356084647,692.1213552
G07,HEX,hpd3,Unkn-423,XX78,28.18918173,0.40608659,924.4162157
G08,HEX,hpd3,Unkn-423,XX78,27.93524954,0.479040392,965.237676
G09,HEX,hpd3,Unkn-431,XX15,NaN,NaN,-0.634040812
G10,HEX,hpd3,Unkn-431,XX15,NaN,NaN,-1.381570562
G11,HEX,hpd3,Unkn-439,XX77,28.47316072,0.337578561,761.7797267
G12,HEX,hpd3,Unkn-439,XX77,28.77378139,0.277605862,748.7151955
H01,HEX,hpd3,NTC-001,,NaN,NaN,-1.226259026
H02,HEX,hpd3,NTC-001,,NaN,NaN,-0.610424185
H03,HEX,hpd3,Unkn-408,XX46,NaN,NaN,1.589906188
H04,HEX,hpd3,Unkn-408,XX46,NaN,NaN,2.330578344
H05,HEX,hpd3,Unkn-416,XX71,NaN,NaN,3.831716092
H06,HEX,hpd3,Unkn-416,XX71,NaN,NaN,1.549537338
H07,HEX,hpd3,Unkn-424,XX35,25.14063605,2.951512261,1314.352182
H08,HEX,hpd3,Unkn-424,XX35,25.03064567,3.170476313,1252.96173
H09,HEX,hpd3,Unkn-432,XX39,NaN,NaN,1.335343209
H10,HEX,hpd3,Unkn-432,XX39,NaN,NaN,2.561619785
H11,HEX,hpd3,Unkn-440,XX60,20.60880416,56.31212716,1635.70706
H12,HEX,hpd3,Unkn-440,XX60,21.05065469,42.24238815,1636.166928
A01,ROX,lytA,Std-001,,14.13571195,2000,1798.656996
A02,ROX,lytA,Std-001,,14.40583254,2000,1600.73464
A03,ROX,lytA,Unkn-401,XX81,NaN,NaN,0.988026231
A04,ROX,lytA,Unkn-401,XX81,NaN,NaN,0.159303721
A05,ROX,lytA,Unkn-409,XX36,20.91590848,20.91374588,1509.01403
A06,ROX,lytA,Unkn-409,XX36,21.09546539,18.50594056,1486.481166
A07,ROX,lytA,Unkn-417,XX88,23.74267017,3.04897637,1283.745671
A08,ROX,lytA,Unkn-417,XX88,23.63901936,3.272038677,1208.768992
A09,ROX,lytA,Unkn-425,XX30,25.27372676,1.074488138,1153.527669
A10,ROX,lytA,Unkn-425,XX30,25.1098666,1.201374781,1096.714438
A11,ROX,lytA,Unkn-433,XX75,23.02603751,4.967808442,1229.519306
A12,ROX,lytA,Unkn-433,XX75,23.07287649,4.811803177,1265.846006
B01,ROX,lytA,Std-002,,17.44844486,200,1771.678081
B02,ROX,lytA,Std-002,,17.52555704,200,1764.229896
B03,ROX,lytA,Unkn-402,XX40,21.1099182,18.32463792,1476.055452
B04,ROX,lytA,Unkn-402,XX40,21.82275985,11.27576874,1393.250139
B05,ROX,lytA,Unkn-410,XX44,32.18243538,0.009711991,520.7534439
B06,ROX,lytA,Unkn-410,XX44,32.43153932,0.008196201,461.969102
B07,ROX,lytA,Unkn-418,XX74,25.54662444,0.892209301,1216.277702
B08,ROX,lytA,Unkn-418,XX74,25.52888976,0.90305339,1203.935753
B09,ROX,lytA,Unkn-426,XX72,NaN,NaN,-4.39436711
B10,ROX,lytA,Unkn-426,XX72,NaN,NaN,-2.077056625
B11,ROX,lytA,Unkn-434,XX86,23.3328145,4.030946226,1187.694475
B12,ROX,lytA,Unkn-434,XX86,22.88855195,5.455555603,1145.56183
C01,ROX,lytA,Std-003,,21.05612909,20,1446.414738
C02,ROX,lytA,Std-003,,21.2754259,20,1502.234305
C03,ROX,lytA,Unkn-403,XX01,NaN,NaN,-3.433259066
C04,ROX,lytA,Unkn-403,XX01,NaN,NaN,-4.623476821
C05,ROX,lytA,Unkn-411,XX27,NaN,NaN,-1.841414028
C06,ROX,lytA,Unkn-411,XX27,NaN,NaN,-1.975605377
C07,ROX,lytA,Unkn-419,XX33,NaN,NaN,-0.743906559
C08,ROX,lytA,Unkn-419,XX33,NaN,NaN,-3.296678812
C09,ROX,lytA,Unkn-427,XX90,NaN,NaN,0.812102076
C10,ROX,lytA,Unkn-427,XX90,NaN,NaN,-3.331494012
C11,ROX,lytA,Unkn-435,XX64,21.87822158,10.85770892,1258.621018
C12,ROX,lytA,Unkn-435,XX64,22.93798544,5.27490246,1071.149365
D01,ROX,lytA,Std-004,,24.32147323,2,1388.054441
D02,ROX,lytA,Std-004,,24.31152147,2,1575.243332
D03,ROX,lytA,Unkn-404,XX83,21.25277773,16.62537326,1796.77689
D04,ROX,lytA,Unkn-404,XX83,20.82561958,22.24042944,1682.80354
D05,ROX,lytA,Unkn-412,XX62,NaN,NaN,9.726660136
D06,ROX,lytA,Unkn-412,XX62,NaN,NaN,0.952240422
D07,ROX,lytA,Unkn-420,XX45,NaN,NaN,0.114233439
D08,ROX,lytA,Unkn-420,XX45,NaN,NaN,-0.387218606
D09,ROX,lytA,Unkn-428,XX82,NaN,NaN,1.705986819
D10,ROX,lytA,Unkn-428,XX82,NaN,NaN,1.370832235
D11,ROX,lytA,Unkn-436,XX96,21.93183067,10.46835203,1306.869067
D12,ROX,lytA,Unkn-436,XX96,21.53609912,13.70732603,1273.325903
E01,ROX,lytA,Std-005,,27.44963894,0.2,1124.252547
E02,ROX,lytA,Std-005,,27.52726007,0.2,1241.317967
E03,ROX,lytA,Unkn-405,XX53,33.6959092,0.003463838,132.6245378
E04,ROX,lytA,Unkn-405,XX53,NaN,NaN,-1.403359163
E05,ROX,lytA,Unkn-413,XX79,27.04633002,0.321210173,1120.649321
E06,ROX,lytA,Unkn-413,XX79,27.32916194,0.26492042,1129.997043
E07,ROX,lytA,Unkn-421,XX31,27.18082804,0.293088641,1016.060737
E08,ROX,lytA,Unkn-421,XX31,27.21794317,0.285771382,971.9142067
E09,ROX,lytA,Unkn-429,XX37,NaN,NaN,0.483926406
E10,ROX,lytA,Unkn-429,XX37,NaN,NaN,-0.195127053
E11,ROX,lytA,Unkn-437,XX19,23.004761,5.040334397,1444.931614
E12,ROX,lytA,Unkn-437,XX19,22.6141931,6.576671395,1398.305253
F01,ROX,lytA,Std-006,,31.10128295,0.02,739.48318
F02,ROX,lytA,Std-006,,31.50062651,0.02,691.5329101
F03,ROX,lytA,Unkn-406,XX54,20.8209722,22.31095002,1877.926603
F04,ROX,lytA,Unkn-406,XX54,21.00456217,19.68812003,1563.200776
F05,ROX,lytA,Unkn-414,XX89,33.27716907,0.00460722,233.839534
F06,ROX,lytA,Unkn-414,XX89,34.25076784,0.002373594,185.5765638
F07,ROX,lytA,Unkn-422,XX57,29.87660391,0.046716733,566.991948
F08,ROX,lytA,Unkn-422,XX57,29.40635495,0.064356489,628.1160865
F09,ROX,lytA,Unkn-430,XX80,NaN,NaN,-1.44041655
F10,ROX,lytA,Unkn-430,XX80,NaN,NaN,-0.662327476
F11,ROX,lytA,Unkn-438,XX76,21.30248609,16.07183742,1416.641853
F12,ROX,lytA,Unkn-438,XX76,21.64010962,12.76973724,1422.426034
G01,ROX,lytA,Neg Ctrl-001,,NaN,NaN,1.179907292
G02,ROX,lytA,Neg Ctrl-001,,NaN,NaN,-1.216081456
G03,ROX,lytA,Unkn-407,XX73,19.48297441,55.50797652,1805.159621
G04,ROX,lytA,Unkn-407,XX73,19.61155469,50.85291065,1621.226208
G05,ROX,lytA,Unkn-415,XX91,24.37142187,1.98674553,1492.50084
G06,ROX,lytA,Unkn-415,XX91,24.70838663,1.579259752,1524.828615
G07,ROX,lytA,Unkn-423,XX78,32.60041338,0.007305541,153.4948793
G08,ROX,lytA,Unkn-423,XX78,NaN,NaN,9.608821477
G09,ROX,lytA,Unkn-431,XX15,26.48517117,0.470765066,1133.90348
G10,ROX,lytA,Unkn-431,XX15,26.49790884,0.466697934,1076.15339
G11,ROX,lytA,Unkn-439,XX77,NaN,NaN,-1.492355366
G12,ROX,lytA,Unkn-439,XX77,NaN,NaN,-1.268556001
H01,ROX,lytA,NTC-001,,NaN,NaN,-0.363979128
H02,ROX,lytA,NTC-001,,NaN,NaN,0.543247753
H03,ROX,lytA,Unkn-408,XX46,22.53470867,6.942582655,1407.759733
H04,ROX,lytA,Unkn-408,XX46,22.63366595,6.490008077,1267.920998
H05,ROX,lytA,Unkn-416,XX71,NaN,NaN,0.561190755
H06,ROX,lytA,Unkn-416,XX71,NaN,NaN,0.081257036
H07,ROX,lytA,Unkn-424,XX35,37.91078941,0.000196162,22.5935766
H08,ROX,lytA,Unkn-424,XX35,NaN,NaN,-2.030413518
H09,ROX,lytA,Unkn-432,XX39,NaN,NaN,8.052683042
H10,ROX,lytA,Unkn-432,XX39,NaN,NaN,0.731496454
H11,ROX,lytA,Unkn-440,XX60,21.04064796,19.21005101,1461.083424
H12,ROX,lytA,Unkn-440,XX60,21.02044896,19.47620122,1494.356436
